StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,Q3,Q4,Q5,Q6,Q7,Q8,mil_inter_1,mil_inter_2,mil_inter_3,mil_inter_4,ideology_1,interest,conservative,nato,uk,zelensky,attention,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,direct_mil,indirect_mil,economic,political,general_1,Q40_1,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,Q47,Q48,Q49,Q50,Q51_1,Q52_1,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,Q57,Q58,Q59,Q60,Q61_1,Q62_1
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_5nWXxVaQ3Tvnp30,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,Prefer not to say,Asian - Eastern,Bachelor’s degree,Unable to work,"$100,000 - $200,000",Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,9,Somewhat interested,Republicans,Bulgaria,Scott Morrison,Greece,3,,,,,,,,,,,,,,,,,,,,,5.44,6.72,9.8,36,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,0,6
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_3JLAujiZ9Bn9S0m,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,Less than 18 years old,Asian - Eastern,Master’s degree or above,Unable to work,"Less than $25,000",Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,6,No answer,Don't know,Turkey,Don't know,Colombia,3,,,,,,,,,,,,,,,,,,,,,4.43,7.24,6.92,41,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,9
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_bmaCjwoSYZ5GLJQ,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,25-34 years old,Asian - Indian,I prefer not to say,Unemployed,"$25,000 - $50,000",Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,7,No answer,Republicans,Turkey,Don't know,Greece,3,6.19,9.47,9.87,29,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,3,7,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_0x5fXMBiimovwXA,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,45-54 years old,Other,Highschool,Unable to work,"More than $200,000",Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,2,Somewhat interested,Democrats,Don't know,Boris Johnson,Don't know,4,,,,,,,,,,,0.87,8.17,4.19,19,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,1,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_ekEl53MB6GquAtM,,,,,33.8231,-84.3258,test,,I don't agree,Female,35-44 years old,African-American,I prefer not to say,Full-time,"More than $200,000",Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree,3,Somewhat interested,Don't know,Don't know,Scott Morrison,Ukraine,3,,,,,,,,,,,,,,,,,,,,,0.09,8.72,6.63,1,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,3,9
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_5zHmaX8vTUDg1NA,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,45-54 years old,White / Caucasian,I prefer not to say,I prefer not to say,"Less than $25,000",Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,2,Not at all interested,Don't know,Ukraine,Don't know,United Kingdom,2,,,,,,,,,,,4.78,8.67,7.69,20,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,0,6,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_24VO4l4wK1LFunA,,,,,33.8231,-84.3258,test,,I don't agree,Male,55+ years old,I prefer not to say,Master’s degree or above,I prefer not to say,"$25,000 - $50,000",Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,8,Not at all interested,Republicans,Bulgaria,Boris Johnson,United Kingdom,2,0.77,3.93,6.02,7,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,0,7,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_9FzqcA0ksQDz0ma,,,,,33.8231,-84.3258,test,,I agree,Female,45-54 years old,White / Caucasian,Master’s degree or above,Contract/ Temporary,"$25,000 - $50,000",Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,8,Not at all interested,Don't know,Bulgaria,Justin Trudeau,Greece,4,5.53,7.78,9.81,0,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,5,5,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_dmU7OfflBHQ4cPI,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,Less than 18 years old,Mixed race,I prefer not to say,I prefer not to say,"$25,000 - $50,000",Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,6,Somewhat interested,Don't know,Estonia,Theresa May,United Kingdom,1,,,,,,,,,,,5.74,6.33,8.2,20,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,6,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_dp7Eguj6uTkuMHs,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,25-34 years old,African-American,Highschool,Unemployed,"More than $200,000",Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,10,No answer,Don't know,Turkey,Boris Johnson,Don't know,4,,,,,,,,,,,,,,,,,,,,,0.32,6.65,5.79,21,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,1,6
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_egt2cHaeus17yEC,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,Less than 18 years old,Asian - Indian,Other,Full-time,I prefer not to say,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,5,Somewhat interested,Don't know,Turkey,Boris Johnson,Don't know,4,,,,,,,,,,,,,,,,,,,,,1.78,5.13,8.06,10,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,10,3
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_7O1qmlpVtsDoix0,,,,,33.8231,-84.3258,test,,I agree,Female,55+ years old,Mixed race,Master’s degree or above,Full-time,"More than $200,000",Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,1,Somewhat interested,Democrats,Ukraine,Scott Morrison,United Kingdom,4,6.55,8.1,6.78,12,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,10,1,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_cMwrLyqIPxcBwqO,,,,,33.8231,-84.3258,test,,I don't agree,Female,55+ years old,Asian - Eastern,Other,Other,"Less than $25,000",Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,7,Somewhat interested,Republicans,Bulgaria,Justin Trudeau,Ukraine,3,,,,,,,,,,,5.83,7.15,7.02,16,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,3,1,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_eFjz7N6cQ4JJX5I,,,,,33.8231,-84.3258,test,,I agree,Female,55+ years old,I prefer not to say,Master’s degree or above,Other,I prefer not to say,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,1,Somewhat interested,Democrats,Ukraine,Don't know,United Kingdom,2,2.49,3.84,4.46,39,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,9,6,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_aW3XY0OGwfdcHRA,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,18-24 years old,Hispanic,I prefer not to say,Unemployed,"$50,000 - $100,000",Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,8,Not at all interested,Democrats,Estonia,Don't know,Colombia,3,,,,,,,,,,,7.24,7.94,8.29,8,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,6,3,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_0qDKUElp4lQZjnw,,,,,33.8231,-84.3258,test,,I agree,Male,35-44 years old,White / Caucasian,Highschool,I prefer not to say,"More than $200,000",Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,8,Not at all interested,Democrats,Estonia,Theresa May,Don't know,1,,,,,,,,,,,,,,,,,,,,,8.5,9.55,9.36,26,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,3
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_eIC9iFwKm8iZlBQ,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,45-54 years old,Mixed race,Other,I prefer not to say,"$50,000 - $100,000",Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,5,No answer,Don't know,Estonia,Theresa May,United Kingdom,2,,,,,,,,,,,,,,,,,,,,,1.13,8.74,8.47,36,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,6,6
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_eFNMhTb4NdEebum,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,Less than 18 years old,White / Caucasian,I prefer not to say,Unable to work,I prefer not to say,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,5,Not at all interested,Don't know,Bulgaria,Theresa May,Don't know,2,,,,,,,,,,,9.88,9.88,9.92,49,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,10,6,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_0U7vdGGmqx2UrRQ,,,,,33.8231,-84.3258,test,,I agree,Female,25-34 years old,Other,I prefer not to say,Unable to work,"$50,000 - $100,000",Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly disagree,3,No answer,Republicans,Turkey,Don't know,Ukraine,4,3.37,5.24,9.58,19,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,10,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_9LA7PFBsx2NKLwq,,,,,33.8231,-84.3258,test,,I don't agree,Female,45-54 years old,I prefer not to say,Highschool,Unemployed,"$25,000 - $50,000",Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,6,Somewhat interested,Democrats,Don't know,Boris Johnson,Ukraine,4,1.31,3.09,6.49,21,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,8,10,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_5iNjQ0xKn1go8Ga,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,18-24 years old,Hispanic,I prefer not to say,Unable to work,"$25,000 - $50,000",Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,1,Not at all interested,Don't know,Estonia,Scott Morrison,United Kingdom,1,,,,,,,,,,,7.91,9.72,8.4,24,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,5,3,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_6PdcMPQiizDaLKm,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,25-34 years old,Hispanic,Bachelor’s degree,I prefer not to say,"$25,000 - $50,000",Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,7,No answer,Democrats,Ukraine,Boris Johnson,Greece,2,,,,,,,,,,,,,,,,,,,,,9.05,9.92,9.12,18,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,2,7
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_cABmOr2YCaM4kjI,,,,,33.8231,-84.3258,test,,I don't agree,Male,45-54 years old,Asian - Indian,I prefer not to say,I prefer not to say,"$25,000 - $50,000",Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,7,Not at all interested,Republicans,Don't know,Boris Johnson,Greece,4,,,,,,,,,,,0.07,0.96,9.37,10,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,7,2,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_73uNdSXVFl8l6d0,,,,,33.8231,-84.3258,test,,I don't agree,Female,45-54 years old,White / Caucasian,I prefer not to say,Full-time,"$100,000 - $200,000",Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,7,Not interested,Republicans,Ukraine,Boris Johnson,Ukraine,1,,,,,,,,,,,,,,,,,,,,,1.62,8.98,5.78,38,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,9,10
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_6liEg4HMxQcUmxw,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,Less than 18 years old,Asian - Eastern,Master’s degree or above,Other,"$50,000 - $100,000",Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,6,No answer,Democrats,Estonia,Justin Trudeau,Greece,1,1.61,4.7,6.54,35,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,5,7,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_bwS0df5ZLp8s3Pg,,,,,33.8231,-84.3258,test,,I don't agree,Female,Prefer not to say,Native-American,I prefer not to say,Unemployed,"$25,000 - $50,000",Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,10,Not interested,Democrats,Ukraine,Boris Johnson,Greece,1,,,,,,,,,,,,,,,,,,,,,9.15,9.88,9.92,2,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,4,7
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_6K9xTL7HIprdHRc,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,18-24 years old,Asian - Indian,Other,Contract/ Temporary,"$100,000 - $200,000",Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,10,Not at all interested,Don't know,Estonia,Justin Trudeau,Ukraine,4,,,,,,,,,,,8.32,8.5,9.51,33,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,5,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_2tK9bamJ80cgoNU,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,55+ years old,Hispanic,Highschool,Part-time,I prefer not to say,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,10,Not at all interested,Democrats,Ukraine,Scott Morrison,Ukraine,4,5.38,5.8,9.71,6,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,0,1,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,1,TRUE,11/6/22 17:25,R_a2UVs9uASH4IxUy,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,Less than 18 years old,African-American,Highschool,Part-time,"Less than $25,000",Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,7,Not interested,Don't know,Ukraine,Don't know,Ukraine,3,2.39,7.69,9.92,11,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,7,1,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_d1iqVxmfWM8H9oq,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,Prefer not to say,Mixed race,Other,Full-time,"Less than $25,000",Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,7,Not at all interested,Democrats,Turkey,Boris Johnson,Greece,4,,,,,,,,,,,4.98,8.05,5.29,37,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,8,1,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_24Uqr0zj4yrFV2K,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,35-44 years old,African-American,Bachelor’s degree,Unable to work,"$25,000 - $50,000",Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,3,Not at all interested,Democrats,Don't know,Justin Trudeau,Greece,3,,,,,,,,,,,,,,,,,,,,,1.65,2.32,7.39,22,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,5
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_4TvXBy2lErz1Jdk,,,,,33.8231,-84.3258,test,,I agree,Female,55+ years old,Asian - Indian,I prefer not to say,I prefer not to say,"More than $200,000",Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,10,Somewhat interested,Democrats,Ukraine,Justin Trudeau,Don't know,4,,,,,,,,,,,,,,,,,,,,,2.76,9.22,5.85,16,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,2,8
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_3jUKypIodxpyVrE,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,35-44 years old,Native-American,Bachelor’s degree,Unemployed,"Less than $25,000",Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,6,Not at all interested,Don't know,Don't know,Boris Johnson,United Kingdom,4,7.19,9.29,9.74,48,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,8,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,1,TRUE,11/6/22 17:25,R_82GFA1X7NekFNLo,,,,,33.8231,-84.3258,test,,I don't agree,Male,25-34 years old,Mixed race,Master’s degree or above,Unemployed,"$50,000 - $100,000",Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,9,Somewhat interested,Don't know,Don't know,Don't know,Don't know,2,,,,,,,,,,,5.91,7.43,6.32,14,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,7,9,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_29usX7OJV8OrR1s,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,18-24 years old,Asian - Indian,Highschool,Contract/ Temporary,"$25,000 - $50,000",Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,7,Somewhat interested,Don't know,Don't know,Theresa May,United Kingdom,2,,,,,,,,,,,,,,,,,,,,,4.92,6.72,9.12,27,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,7,5
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_bsgnPvvs8JGnyCO,,,,,33.8231,-84.3258,test,,I don't agree,Male,Prefer not to say,Other,Bachelor’s degree,I prefer not to say,I prefer not to say,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,5,Not at all interested,Democrats,Ukraine,Boris Johnson,Ukraine,3,,,,,,,,,,,5.79,9.25,6.74,28,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,3,2,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_6RsDcWiTrlgdXp4,,,,,33.8231,-84.3258,test,,I agree,Female,55+ years old,Other,Highschool,Full-time,"$25,000 - $50,000",Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,9,Not at all interested,Democrats,Bulgaria,Boris Johnson,Ukraine,2,3.96,5.82,7.71,41,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,1,4,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_73AOKxdBzgLUSc6,,,,,33.8231,-84.3258,test,,I agree,Female,35-44 years old,White / Caucasian,Highschool,Part-time,"$25,000 - $50,000",Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,5,Not at all interested,Don't know,Turkey,Scott Morrison,Don't know,1,6.9,7.4,8.61,46,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,2,9,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,1,TRUE,11/6/22 17:25,R_6zlXhGDiNkwrfcG,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,45-54 years old,Asian - Indian,Other,Full-time,"$100,000 - $200,000",Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,2,No answer,Democrats,Ukraine,Don't know,Colombia,2,,,,,,,,,,,5.31,7.52,7.91,28,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,7,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_3WuxcvcX7fuJjRY,,,,,33.8231,-84.3258,test,,I agree,Male,55+ years old,Asian - Indian,I prefer not to say,Full-time,I prefer not to say,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,6,Not interested,Republicans,Bulgaria,Scott Morrison,Ukraine,2,,,,,,,,,,,,,,,,,,,,,4.38,8.97,8.23,30,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,7
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_3ITpFs2akUj36Jw,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,55+ years old,African-American,I prefer not to say,Full-time,I prefer not to say,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,3,Not at all interested,Don't know,Bulgaria,Boris Johnson,Colombia,2,,,,,,,,,,,,,,,,,,,,,7.16,8.69,9.32,41,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,8
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_55RWG6OWneGgAHs,,,,,33.8231,-84.3258,test,,I don't agree,Female,55+ years old,Other,Master’s degree or above,Full-time,"Less than $25,000",Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,10,Not at all interested,Republicans,Bulgaria,Justin Trudeau,Colombia,3,,,,,,,,,,,9.75,9.79,9.76,31,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,0,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_eu0c8HqkNoPZDBs,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,Less than 18 years old,White / Caucasian,Master’s degree or above,Unemployed,"$25,000 - $50,000",Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,1,Somewhat interested,Democrats,Bulgaria,Scott Morrison,United Kingdom,1,9.84,9.95,9.99,49,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,9,6,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,1,TRUE,11/6/22 17:25,R_9MtDy3q2RHhgMoS,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,18-24 years old,Native-American,Other,Contract/ Temporary,"$50,000 - $100,000",Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,3,Somewhat interested,Don't know,Turkey,Justin Trudeau,United Kingdom,4,,,,,,,,,,,,,,,,,,,,,8.81,8.84,9.24,36,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,6,4
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_d0WzM70M2jDVc9g,,,,,33.8231,-84.3258,test,,I agree,Male,Less than 18 years old,Mixed race,Master’s degree or above,I prefer not to say,"More than $200,000",Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,8,Not interested,Don't know,Estonia,Boris Johnson,United Kingdom,4,,,,,,,,,,,9.33,9.73,9.89,34,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,6,3,,,,,,,,,,
