"StartDate","EndDate","QualtricsStatus","IPAddress","Progress","Duration","isFinishedSurvey","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Consent","prolific_id","Gender","Age","Ethnicity","Education","Employment","Income","Militarism_1","Militarism_2_reverse","Internationalism_1","Internationalism_2_reverse","Ideology_LR","PoliticalInterest","KnowledgeTest_Conservative","KnowledgeTest_NATO","KnowledgeTest_UK","KnowledgeTest_Zelensky","AttentionCheck","Control_First_Click","Control_Last_Click","Control_Page_Submit","Control_Click_Count","Control_Direct","Control_Indirect","Control_Economic","Control_Political","Control_General","Control_Threat","T1_First_Click","T1_Last_Click","T1_Page_Submit","T1_Click_Count","T1_Direct","T1_Indirect","T1_Economic","T1_Political","T1_General","T1_Threat","T2_First_Click","T2_Last_Click","T2_Page_Submit","T2_Click_Count","T2_Direct","T2_Indirect","T2_Economic","T2_Political","T2_General","T2_Threat","Knowledge_Score","Knowledge_Index","Ideology_Index","Militarism_Index","Internationalism_Index","Control_Nonmilitary_Index","T1_Nonmilitary_Index","T2_Nonmilitary_Index","Control_Overall_Index","T1_Overall_Index","T2_Overall_Index","Control_Time_Spent_Index","T1_Time_Spent_Index","T2_Time_Spent_Index","Treatment","Z","TreatmentGroup","Direct_Raw","Indirect_Raw","Economic_Raw","Political_Raw","General_Raw","Threat_Raw","Nonmilitary_Index_Raw","Overall_Index_Raw","Time_Spent_Index","Time_Cutoff","Direct","Indirect","Economic","Political","General","Threat","Nonmilitary_Index","Overall_Index"
"11/14/22 8:39","11/14/22 8:46","IP Address","98.51.0.19",100,423,TRUE,"11/14/22 8:46","R_1LGO6erKpJNG9vB",NA,NA,NA,NA,37.7201,-122.4414,"anonymous","EN","I agree","630bca4e704320e08ad9deba",1,"25-34 years old",0,0,0,0,-1,-1,1,1,4,0,0,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.101,47.065,47.95,6,0,1,1,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,0.4,-2,2,NA,3,NA,NA,3,NA,NA,47.95,NA,"T",1,"T1",0,1,1,1,5,8,3,3,47.95,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,-0.157539126273742,0.629917559858711,0.589241076757026,0.280489287545534
"11/14/22 8:42","11/14/22 8:46","IP Address","71.239.221.149",100,226,TRUE,"11/14/22 8:46","R_rkGW4lQSOJqIRHz",NA,NA,NA,NA,41.4782,-87.6833,"anonymous","EN","I agree","61108719ddb956bd0e94733d",0,"25-34 years old",0,1,1,1,-1,-1,1,-1,0,1,1,0,0,0,3,44.539,75.283,81.848,6,0,0,0,0,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.25,0,-2,0,0,NA,NA,0,NA,NA,81.848,NA,NA,"C",0,"C",0,0,0,0,3,7,0,0,81.848,0,-0.536495331038436,-1.62403535154527,-2.50432369404041,-2.88372059700751,-1.11884930496454,0.166012755923355,-2.82075405776589,-2.57858901845838
"11/14/22 8:42","11/14/22 8:46","IP Address","24.42.159.109",100,251,TRUE,"11/14/22 8:46","R_1mPkootpkWIzYwE",NA,NA,NA,NA,34.7095,-86.7361,"anonymous","EN","I agree","60a586c48765775df330be7a",0,"25-34 years old",1,0,0,0,-1,1,0,1,9,1,1,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.733,104.781,105.738,7,1,1,0,0,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.75,0.9,0,1,NA,1,NA,NA,2,NA,NA,105.738,NA,"T",1,"T1",1,1,0,0,7,6,1,2,105.738,1,1.85771517613309,0.613690778003282,-2.50432369404041,-2.88372059700751,0.803771052417052,-0.297892048012001,-1.68408901292492,-0.672536814455769
"11/14/22 8:43","11/14/22 8:46","IP Address","67.235.146.52",100,172,TRUE,"11/14/22 8:46","R_AnuyUSKi2T7LoDn",NA,NA,NA,NA,28.5274,-81.6012,"anonymous","EN","I agree","5700616b8a49c7000d0c73ad",0,"25-34 years old",1,1,1,0,0,0,1,0,0,1,0,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.862,42.938,44.312,15,0,1,1,1,7,8,3,0.75,0,0,1,NA,NA,3,NA,NA,3,NA,NA,44.312,"T",1,"T2",0,1,1,1,7,8,3,3,44.312,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,0.803771052417052,0.629917559858711,0.589241076757026,0.280489287545534
"11/14/22 8:41","11/14/22 8:46","IP Address","69.244.28.249",100,280,TRUE,"11/14/22 8:46","R_1Qa2e132QOa1JHw",NA,NA,NA,NA,32.3366,-111.1771,"anonymous","EN","I agree","5c01dc58067bbf00019bb318",1,"55+ years old",1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.008,75.508,76.922,6,0,1,1,1,8,9,4,1,0.4,1,2,NA,NA,3,NA,NA,3,NA,NA,76.922,"T",1,"T2",0,1,1,1,8,9,3,3,76.922,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,1.28442614176245,1.09382236379407,0.589241076757026,0.280489287545534
"11/14/22 8:37","11/14/22 8:46","IP Address","166.181.82.192",100,533,TRUE,"11/14/22 8:46","R_1DoI2zLaVYeXQ0U",NA,NA,NA,NA,37.751,-97.822,"anonymous","EN","I agree","5ee584e4acfd341ac542b0c9",0,"45-54 years old",1,0,1,1,-1,-1,1,-1,5,1,0,0,0,1,3,20.491,189.19,191.743,20,0,0,1,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.25,0.5,-2,0,2,NA,NA,2,NA,NA,191.743,NA,NA,"C",0,"C",0,0,1,1,5,8,2,2,191.743,1,-0.536495331038436,-1.62403535154527,0.397973920370762,0.345614453573934,-0.157539126273742,0.629917559858711,-0.547423968083947,-0.672536814455769
"11/14/22 8:41","11/14/22 8:46","IP Address","161.199.186.138",100,327,TRUE,"11/14/22 8:46","R_1JL71TN7GavJmp9",NA,NA,NA,NA,46.2139,-92.9368,"anonymous","EN","I agree","62029742ef1cb18a1337c097",1,"35-44 years old",1,0,1,1,0,0,1,1,1,1,0,1,1,1,3,46.244,59.634,61.247,6,0,1,1,1,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.75,0.1,0,2,3,NA,NA,3,NA,NA,61.247,NA,NA,"C",0,"C",0,1,1,1,7,8,3,3,61.247,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,0.803771052417052,0.629917559858711,0.589241076757026,0.280489287545534
"11/14/22 8:45","11/14/22 8:46","IP Address","99.1.206.185",100,106,TRUE,"11/14/22 8:46","R_1d6OUfJUkGRe4ZN",NA,NA,NA,NA,34.0782,-84.6485,"anonymous","EN","I agree","614dd304ed948bbfe8c22215",0,"25-34 years old",1,1,0,1,1,1,1,-1,2,0,1,0,0,1,3,6.9,20.9,21.939,8,0,0,1,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,0.2,2,0,2,NA,NA,2,NA,NA,21.939,NA,NA,"C",0,"C",0,0,1,1,7,6,2,2,21.939,0,-0.536495331038436,-1.62403535154527,0.397973920370762,0.345614453573934,0.803771052417052,-0.297892048012001,-0.547423968083947,-0.672536814455769
"11/14/22 8:43","11/14/22 8:46","IP Address","107.141.69.92",100,181,TRUE,"11/14/22 8:46","R_3mahvJ1tZnn7A4U",NA,NA,NA,NA,41.6718,-86.2136,"anonymous","EN","I agree","5fa1a20a165aa92e3a259d3f",0,"25-34 years old",1,0,1,0,-1,-1,-1,-1,2,1,1,1,1,1,3,29.162,42.1,43.951,9,0,1,1,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0.2,-2,-2,3,NA,NA,3,NA,NA,43.951,NA,NA,"C",0,"C",0,1,1,1,5,4,3,3,43.951,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,-0.157539126273742,-1.22570165588271,0.589241076757026,0.280489287545534
"11/14/22 8:41","11/14/22 8:46","IP Address","68.62.138.42",100,315,TRUE,"11/14/22 8:46","R_2bPgeN3WSi7utHG",NA,NA,NA,NA,33.2716,-87.5362,"anonymous","EN","I agree","60124cb4154c54274faac7c0",1,"25-34 years old",0,0,1,0,1,1,1,1,1,1,1,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.056,103.259,103.919,9,1,1,1,1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.75,0.1,2,2,NA,3,NA,NA,4,NA,NA,103.919,NA,"T",1,"T1",1,1,1,1,10,10,3,4,103.919,1,1.85771517613309,0.613690778003282,0.397973920370762,0.345614453573934,2.24573632045324,1.55772716772942,0.589241076757026,1.23351538954684
"11/14/22 8:43","11/14/22 8:46","IP Address","192.188.224.3",100,184,TRUE,"11/14/22 8:46","R_1Cl8NGnG1FKvfCL",NA,NA,NA,NA,39.1215,-86.5784,"anonymous","EN","I agree","5e8a5f27f35994098ee9a4aa",0,"18-24 years old",1,1,1,0,-1,-1,1,0,0,1,1,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.166,53.164,56.986,6,1,1,1,1,3,5,3,0.75,0,-2,1,NA,NA,3,NA,NA,4,NA,NA,56.986,"T",1,"T2",1,1,1,1,3,5,3,4,56.986,0,1.85771517613309,0.613690778003282,0.397973920370762,0.345614453573934,-1.11884930496454,-0.761796851947358,0.589241076757026,1.23351538954684
"11/14/22 8:43","11/14/22 8:46","IP Address","136.32.72.84",100,207,TRUE,"11/14/22 8:46","R_8J47bpwSfwJBMhX",NA,NA,NA,NA,39.0133,-94.5916,"anonymous","EN","I agree","62a75470509271854b9901f2",1,"25-34 years old",1,1,1,1,1,0,0,-1,8,1,1,1,1,1,3,67.302,88.73,90.832,6,0,1,1,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0.8,1,-1,3,NA,NA,3,NA,NA,90.832,NA,NA,"C",0,"C",0,1,1,1,6,6,3,3,90.832,1,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,0.323115963071655,-0.297892048012001,0.589241076757026,0.280489287545534
"11/14/22 8:41","11/14/22 8:47","IP Address","73.143.141.91",100,346,TRUE,"11/14/22 8:47","R_2YPNaTLDBI965ir",NA,NA,NA,NA,44.6483,-73.1317,"anonymous","EN","I agree","5b27d79e878ec200017b0eb3",0,"35-44 years old",1,0,1,0,1,0,1,-1,5,0,0,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.225,99.638,101.941,10,0,0,1,1,6,6,3,0.75,0.5,1,0,NA,NA,2,NA,NA,2,NA,NA,101.941,"T",1,"T2",0,0,1,1,6,6,2,2,101.941,1,-0.536495331038436,-1.62403535154527,0.397973920370762,0.345614453573934,0.323115963071655,-0.297892048012001,-0.547423968083947,-0.672536814455769
"11/14/22 8:44","11/14/22 8:47","IP Address","69.124.217.172",100,176,TRUE,"11/14/22 8:47","R_3M5ckeX2CiUzv4f",NA,NA,NA,NA,40.8108,-73.3667,"anonymous","EN","I agree","5dd864447beb29822b6c1e86",0,"25-34 years old",1,1,1,1,1,0,0,-1,0,1,0,0,1,1,3,0.762,49.493,50.33,15,1,1,1,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,0,1,-1,3,NA,NA,4,NA,NA,50.33,NA,NA,"C",0,"C",1,1,1,1,7,5,3,4,50.33,0,1.85771517613309,0.613690778003282,0.397973920370762,0.345614453573934,0.803771052417052,-0.761796851947358,0.589241076757026,1.23351538954684
"11/14/22 8:45","11/14/22 8:47","IP Address","208.102.85.33",100,126,TRUE,"11/14/22 8:47","R_2OURP7iyU564k1K",NA,NA,NA,NA,39.1191,-84.349,"anonymous","EN","I agree","608872c23d0f3d76aaf701d8",1,"18-24 years old",1,0,0,0,0,-1,1,-1,5,0,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.758,46.74,47.122,18,0,1,1,1,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0.5,-1,0,NA,3,NA,NA,3,NA,NA,47.122,NA,"T",1,"T1",0,1,1,1,10,9,3,3,47.122,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,2.24573632045324,1.09382236379407,0.589241076757026,0.280489287545534
"11/14/22 8:43","11/14/22 8:47","IP Address","66.199.67.41",100,217,TRUE,"11/14/22 8:47","R_2Emf1bhVnreYjpi",NA,NA,NA,NA,37.2532,-80.4347,"anonymous","EN","I agree","62a79736d35f0d55a77dc3b3",1,"18-24 years old",0,0,0,0,-1,-1,1,-1,0,1,1,0,1,1,3,3.598,46.335,46.854,17,0,0,0,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.75,0,-2,0,1,NA,NA,1,NA,NA,46.854,NA,NA,"C",0,"C",0,0,0,1,1,8,1,1,46.854,0,-0.536495331038436,-1.62403535154527,-2.50432369404041,0.345614453573934,-2.08015948365533,0.629917559858711,-1.68408901292492,-1.62556291645707
"11/14/22 8:37","11/14/22 8:47","IP Address","108.29.99.146",100,573,TRUE,"11/14/22 8:47","R_2wcNaZa2SjVq0kV",NA,NA,NA,NA,40.7681,-73.8291,"anonymous","EN","I agree","5ed5d28a7981f617185819ff",1,"35-44 years old",0,1,1,1,0,0,1,0,6,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.644,156.233,157.587,7,0,0,1,1,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0.6,0,1,NA,2,NA,NA,2,NA,NA,157.587,NA,"T",1,"T1",0,0,1,1,5,7,2,2,157.587,1,-0.536495331038436,-1.62403535154527,0.397973920370762,0.345614453573934,-0.157539126273742,0.166012755923355,-0.547423968083947,-0.672536814455769
"11/14/22 8:44","11/14/22 8:47","IP Address","72.190.79.12",100,171,TRUE,"11/14/22 8:47","R_1FPpSA1tVmboKB0",NA,NA,NA,NA,33.1371,-96.7488,"anonymous","EN","I agree","60075747ef065523535cb244",0,"25-34 years old",1,1,1,1,-1,-1,1,-1,1,1,1,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.742,67.091,68.097,32,0,1,1,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.75,0.1,-2,0,NA,3,NA,NA,3,NA,NA,68.097,NA,"T",1,"T1",0,1,1,1,7,6,3,3,68.097,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,0.803771052417052,-0.297892048012001,0.589241076757026,0.280489287545534
"11/14/22 8:45","11/14/22 8:47","IP Address","173.59.56.251",100,99,TRUE,"11/14/22 8:47","R_3FP8spyzsbmeoh0",NA,NA,NA,NA,40.1435,-75.3779,"anonymous","EN","I agree","5f4a0168c53d365702393870",1,"35-44 years old",1,1,1,1,-1,-1,0,-1,6,0,1,1,1,1,3,19.205,27.801,29.319,6,0,1,1,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0.6,-2,-1,3,NA,NA,3,NA,NA,29.319,NA,NA,"C",0,"C",0,1,1,1,3,5,3,3,29.319,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,-1.11884930496454,-0.761796851947358,0.589241076757026,0.280489287545534
"11/14/22 8:45","11/14/22 8:47","IP Address","174.70.185.33",100,102,TRUE,"11/14/22 8:47","R_32Rw8CrdK7lISdc",NA,NA,NA,NA,39.0421,-95.7187,"anonymous","EN","I agree","56875435369319000c26947d",1,"35-44 years old",1,0,1,0,0,-1,0,-1,6,0,1,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.723,15.188,15.38,9,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,0.6,-1,-1,NA,0,NA,NA,0,NA,NA,15.38,NA,"T",1,"T1",0,0,0,0,0,1,0,0,15.38,0,-0.536495331038436,-1.62403535154527,-2.50432369404041,-2.88372059700751,-2.56081457300073,-2.61741606768878,-2.82075405776589,-2.57858901845838
"11/14/22 8:44","11/14/22 8:47","IP Address","24.187.17.57",100,189,TRUE,"11/14/22 8:47","R_vYo6uUn6Ts3qU01",NA,NA,NA,NA,40.7051,-73.243,"anonymous","EN","I agree","63278a792e28fb75e03fb2a5",1,"18-24 years old",0,1,0,0,0,1,1,0,5,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.732,72.132,73.401,9,0,1,1,1,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.25,0.5,1,1,NA,3,NA,NA,3,NA,NA,73.401,NA,"T",1,"T1",0,1,1,1,6,9,3,3,73.401,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,0.323115963071655,1.09382236379407,0.589241076757026,0.280489287545534
"11/14/22 8:44","11/14/22 8:47","IP Address","173.162.188.41",100,166,TRUE,"11/14/22 8:47","R_bHqCskeS8WiXugx",NA,NA,NA,NA,42.0618,-70.8661,"anonymous","EN","I agree","5b9b0f12d1ff7a00013b3b8a",1,"25-34 years old",1,1,1,0,0,1,1,1,5,0,1,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.813,36.395,37.133,7,0,1,1,1,8,9,3,0.75,0.5,1,2,NA,NA,3,NA,NA,3,NA,NA,37.133,"T",1,"T2",0,1,1,1,8,9,3,3,37.133,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,1.28442614176245,1.09382236379407,0.589241076757026,0.280489287545534
"11/14/22 8:45","11/14/22 8:47","IP Address","50.122.61.203",100,146,TRUE,"11/14/22 8:47","R_eM5E0lTlcZig5sB",NA,NA,NA,NA,37.7202,-89.2157,"anonymous","EN","I agree","62c71e621e08ccd8574d914b",1,"25-34 years old",1,1,1,0,-1,-1,0,-1,3,1,1,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.527,49.043,50.542,6,0,1,1,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,0.3,-2,-1,NA,3,NA,NA,3,NA,NA,50.542,NA,"T",1,"T1",0,1,1,1,4,7,3,3,50.542,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,-0.638194215619139,0.166012755923355,0.589241076757026,0.280489287545534
"11/14/22 8:45","11/14/22 8:47","IP Address","68.162.213.10",100,146,TRUE,"11/14/22 8:47","R_5yuTOPW8OYmAf8l",NA,NA,NA,NA,42.1815,-71.3011,"anonymous","EN","I agree","6315fd35f830ee994892f608",0,"35-44 years old",1,1,0,0,0,0,1,1,0,0,1,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.975,47.187,47.903,16,1,1,1,1,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,0,0,2,NA,3,NA,NA,4,NA,NA,47.903,NA,"T",1,"T1",1,1,1,1,8,9,3,4,47.903,0,1.85771517613309,0.613690778003282,0.397973920370762,0.345614453573934,1.28442614176245,1.09382236379407,0.589241076757026,1.23351538954684
"11/14/22 8:41","11/14/22 8:47","IP Address","174.102.118.192",100,380,TRUE,"11/14/22 8:47","R_3ixO9Tizo5o3BhF",NA,NA,NA,NA,40.8968,-80.8615,"anonymous","EN","I agree","5ed9c285b8c16356b385a97f",0,"55+ years old",1,0,1,0,0,-1,0,-1,9,1,1,0,1,1,3,8.392,177.948,179.88,7,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.75,0.9,-1,-1,0,NA,NA,0,NA,NA,179.88,NA,NA,"C",0,"C",0,0,0,0,1,1,0,0,179.88,1,-0.536495331038436,-1.62403535154527,-2.50432369404041,-2.88372059700751,-2.08015948365533,-2.61741606768878,-2.82075405776589,-2.57858901845838
"11/14/22 8:45","11/14/22 8:47","IP Address","69.138.197.172",100,119,TRUE,"11/14/22 8:47","R_NUuoWFrlaM8LFV7",NA,NA,NA,NA,38.8865,-77.0911,"anonymous","EN","I agree","630fa9c0f4321b5884b5df56",1,"25-34 years old",0,1,1,1,-1,-1,1,-1,2,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.272,26.678,27.765,8,0,0,0,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0.2,-2,0,NA,1,NA,NA,1,NA,NA,27.765,NA,"T",1,"T1",0,0,0,1,3,2,1,1,27.765,0,-0.536495331038436,-1.62403535154527,-2.50432369404041,0.345614453573934,-1.11884930496454,-2.15351126375343,-1.68408901292492,-1.62556291645707
"11/14/22 8:43","11/14/22 8:48","IP Address","70.170.61.133",100,272,TRUE,"11/14/22 8:48","R_3sB5MfGesnE7X7J",NA,NA,NA,NA,35.9854,-115.1193,"anonymous","EN","I agree","5cab69f77ea4a700019a87dc",0,"55+ years old",0,0,1,0,-1,0,1,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.649,74.756,76.301,6,1,1,1,1,9,9,4,1,0.1,-1,2,NA,NA,3,NA,NA,4,NA,NA,76.301,"T",1,"T2",1,1,1,1,9,9,3,4,76.301,0,1.85771517613309,0.613690778003282,0.397973920370762,0.345614453573934,1.76508123110785,1.09382236379407,0.589241076757026,1.23351538954684
"11/14/22 8:45","11/14/22 8:48","IP Address","76.172.86.100",100,142,TRUE,"11/14/22 8:48","R_1HpJcfJDyXfVCcc",NA,NA,NA,NA,32.8003,-117.2438,"anonymous","EN","I agree","6112dba8e2eb90519a46e6cf",0,"18-24 years old",1,1,1,0,-1,-1,1,-1,2,0,1,0,1,1,3,33.975,57.72,58.617,10,1,1,0,1,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.75,0.2,-2,0,2,NA,NA,3,NA,NA,58.617,NA,NA,"C",0,"C",1,1,0,1,5,7,2,3,58.617,0,1.85771517613309,0.613690778003282,-2.50432369404041,0.345614453573934,-0.157539126273742,0.166012755923355,-0.547423968083947,0.280489287545534
"11/14/22 8:46","11/14/22 8:48","IP Address","108.48.16.131",100,126,TRUE,"11/14/22 8:48","R_1DU6GBCVflzfzGr",NA,NA,NA,NA,38.8574,-77.1,"anonymous","EN","I agree","632d597d70fe9f84a3b3359c",1,"25-34 years old",0,1,1,0,-1,-1,1,0,3,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.474,41.112,42.354,6,0,1,1,1,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0.3,-2,1,NA,3,NA,NA,3,NA,NA,42.354,NA,"T",1,"T1",0,1,1,1,7,9,3,3,42.354,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,0.803771052417052,1.09382236379407,0.589241076757026,0.280489287545534
"11/14/22 8:41","11/14/22 8:48","IP Address","45.17.22.21",100,391,TRUE,"11/14/22 8:48","R_UuTqzpayuJuWTfj",NA,NA,NA,NA,32.9567,-97.336,"anonymous","EN","I agree","5b40ff8b3d066d0001609b63",0,"35-44 years old",1,0,1,1,-1,-1,1,-1,3,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.627,133.346,134.246,15,0,1,1,1,7,8,4,1,0.3,-2,0,NA,NA,3,NA,NA,3,NA,NA,134.246,"T",1,"T2",0,1,1,1,7,8,3,3,134.246,1,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,0.803771052417052,0.629917559858711,0.589241076757026,0.280489287545534
"11/14/22 8:44","11/14/22 8:48","IP Address","108.32.54.210",100,198,TRUE,"11/14/22 8:48","R_1o11v2l0UMuQROI",NA,NA,NA,NA,40.3926,-79.9052,"anonymous","EN","I agree","57ac740478a38d00017cce22",0,"55+ years old",1,0,1,0,0,-1,1,0,5,1,1,1,1,1,3,50.73,68.006,69.731,7,0,1,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0.5,-1,1,3,NA,NA,3,NA,NA,69.731,NA,NA,"C",0,"C",0,1,1,1,5,5,3,3,69.731,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,-0.157539126273742,-0.761796851947358,0.589241076757026,0.280489287545534
"11/14/22 8:45","11/14/22 8:48","IP Address","66.248.220.92",100,171,TRUE,"11/14/22 8:48","R_W8SbDoczHJehE3L",NA,NA,NA,NA,34.1637,-80.8116,"anonymous","EN","I agree","60e61c77014244762b8a13e2",0,"45-54 years old",1,0,0,0,-1,0,0,-1,5,0,1,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.889,52.115,52.857,17,0,0,1,1,5,6,3,0.75,0.5,-1,-1,NA,NA,2,NA,NA,2,NA,NA,52.857,"T",1,"T2",0,0,1,1,5,6,2,2,52.857,0,-0.536495331038436,-1.62403535154527,0.397973920370762,0.345614453573934,-0.157539126273742,-0.297892048012001,-0.547423968083947,-0.672536814455769
"11/14/22 8:46","11/14/22 8:48","IP Address","99.41.250.119",100,137,TRUE,"11/14/22 8:48","R_1OHNvwtt58kthWC",NA,NA,NA,NA,33.1909,-96.6198,"anonymous","EN","I agree","5a9771d6873cda0001dc955e",1,"35-44 years old",0,1,1,1,-1,0,1,0,0,1,1,0,0,1,3,18.93,35.078,36.014,10,0,1,1,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,0,-1,1,3,NA,NA,3,NA,NA,36.014,NA,NA,"C",0,"C",0,1,1,1,5,8,3,3,36.014,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,-0.157539126273742,0.629917559858711,0.589241076757026,0.280489287545534
"11/14/22 8:46","11/14/22 8:48","IP Address","151.196.123.127",100,99,TRUE,"11/14/22 8:48","R_sME1eqYE6SkIn29",NA,NA,NA,NA,39.3055,-76.4518,"anonymous","EN","I agree","5b68377eff3e9d0001674a22",1,"25-34 years old",1,1,1,1,0,0,1,1,1,1,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.03,27.396,28.285,6,1,1,1,1,9,7,1,0.25,0.1,0,2,NA,NA,3,NA,NA,4,NA,NA,28.285,"T",1,"T2",1,1,1,1,9,7,3,4,28.285,0,1.85771517613309,0.613690778003282,0.397973920370762,0.345614453573934,1.76508123110785,0.166012755923355,0.589241076757026,1.23351538954684
